development	full	bushezhengzhitanpan	不涉政治談判	knowledge/Society/2026鄭習會與國共十年再會.md
development	full	niandaihoushoudaogongzishangsheng	年代後受到工資上升	knowledge/History/高雄加工出口區.md
development	full	nianduanwujigaoda	年端午季高達	knowledge/Food/粽子.md
development	full	qianzongse	淺棕色	knowledge/Food/粽子.md
development	full	nianzaicimianlinshengsikaoyan	年再次面臨生死考驗	knowledge/Nature/台灣海洋生態.md
development	full	shipinanquan	食品安全	knowledge/Food/台灣麵包與烘焙.md
development	full	kerenjianfangwen	柯仁堅訪問	knowledge/Music/濁水溪公社.md
development	full	jiashedianxian	架設電線	knowledge/History/台灣海洋貿易史.md
development	full	duoguanjingguo	奪冠經過	knowledge/Food/台灣麵包與烘焙.md
development	full	quebuguidingzuixiaozhixuemianji	卻不規定最小植穴面積	knowledge/Lifestyle/台灣行道樹.md
development	full	waixiaodao	外銷到	knowledge/History/高雄加工出口區.md
development	full	shuguanfuda	樹冠幅達	knowledge/Lifestyle/台灣行道樹.md
development	full	xuanjuxilie	選舉系列	knowledge/Politics/投票權門檻歷史.md
development	full	taiwanliaolihenshaobajiangyoufangzaijuguangdengxia	台灣料理很少把醬油放在聚光燈下	knowledge/Food/醬油.md
development	full	zuijiataiyuzhuanji	最佳台語專輯	knowledge/Music/濁水溪公社.md
development	full	gongyequ	工業區	knowledge/Geography/桃園埤塘.md
development	full	xiangzhenxunyanhou	鄉鎮巡演後	knowledge/Art/紙風車劇團.md
development	full	suoyoulaiyuanjunzhixiangjutiwenzhangye	所有來源均指向具體文章頁	knowledge/Food/醬油.md
development	full	woguoyoubaowupinjinchukoutongguanbanfa	我國郵包物品進出口通關辦法	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md
development	full	bushiyinweibuliuli	不是因為不流利	knowledge/Culture/台灣華語的演化.md
development	full	kejiaweiyuanhui	客家委員會	knowledge/Geography/桃園埤塘.md
development	full	zhengfuyangekongzhizhangnaomaoyi	政府嚴格控制樟腦貿易	knowledge/History/台灣海洋貿易史.md
development	full	waitaiwenhuachang	外台文化場	knowledge/Art/歌仔戲.md
development	full	bingwangyuweihuxitongjianchulai	併網與維護系統建出來	knowledge/Technology/台灣的電力與半導體.md
development	full	jieheqixiangziliao	結合氣象資料	knowledge/Nature/台灣步道文化與公民守護.md
development	full	lanweiyutuidongtoumingguifan	藍委籲推動透明規範	knowledge/Society/2026年分科爭議.md
development	full	shiwangmochouzu	視網膜籌組	knowledge/Politics/歡樂無法黨.md
development	full	zhichengshinanxingzhuliumingzikao	志成是男性主流名字考	knowledge/Culture/菜市場名.md
development	full	suyantu	蘇彥圖	knowledge/Politics/中選會制度.md
development	full	tingzhijunjijiansaorao	停止軍機艦騷擾	knowledge/Society/2026鄭習會與國共十年再會.md
development	full	zhiyujingcha	支語警察	knowledge/Culture/台灣華語的演化.md
development	full	yinliaofengmoji	飲料封膜機	knowledge/Culture/台灣茶文化.md
development	full	ningkefuchu	寧可付出	knowledge/Politics/中選會制度.md
development	full	mingmingyongyoutoupiaoquan	明明擁有投票權	knowledge/Politics/台灣不在籍投票.md
development	full	tianjintiaoyue	天津條約	knowledge/History/台灣海洋貿易史.md
development	full	tangjihede	唐吉訶德	knowledge/Art/紙風車劇團.md
development	full	woxianglaixiangqu	我想來想去	knowledge/Technology/電子商務與數位支付生態系.md
development	full	shiyinweitaganghaozhanzaiyigezhuanzhedianshang	是因為它剛好站在一個轉折點上	knowledge/History/淡江中學.md
development	full	ruguobatadangzuoyigezhengdang	如果把它當作一個政黨	knowledge/Politics/歡樂無法黨.md
development	full	shuilitiaojiangaishan	水利條件改善	knowledge/Geography/桃園埤塘.md
development	full	taibeishiwenhuajuziliaozhichu	臺北市文化局資料指出	knowledge/Art/歌仔戲.md
development	full	qunianjinrigetaiwan	去年今日割台灣	knowledge/Art/日治時期文學.md
development	full	ganxiezuxian	感謝祖先	knowledge/Food/粽子.md
development	full	niantaoyuanguanlichuyi	年桃園管理處以	knowledge/Geography/桃園埤塘.md
development	full	disangewentishianquanyukongjian	第三個問題是安全與空間	knowledge/Lifestyle/台灣YouBike文化與城市微交通革命.md
development	full	dongningwangguoyuriben	東寧王國與日本	knowledge/History/台灣海洋貿易史.md
development	full	cishidaikeji	次世代科技	knowledge/Technology/Computex.md
development	full	duiyingmingzuikuosan	對應名嘴擴散	knowledge/Society/毒馬鈴薯認知作戰.md
development	full	mugongsi	母公司	knowledge/Technology/電子商務與數位支付生態系.md
development	full	ziyangweidong	字樣未動	knowledge/Politics/投票權門檻歷史.md
development	full	shidongzhe	施動者	knowledge/Culture/台灣人小時候的英文名字.md
development	full	wubaochun	吳寶春	knowledge/Food/台灣麵包與烘焙.md
development	full	wubaochun	吳寶春	knowledge/Food/台灣麵包與烘焙.md
development	full	zhuizongxitongkeyijingquejiancebudaoshiyongzhuangkuang	追蹤系統可以精確監測步道使用狀況	knowledge/Nature/台灣步道文化與公民守護.md
development	full	liusukedameixiaoshi	流速可達每小時	knowledge/Nature/台灣海洋生態.md
development	full	suiranyongriwenshuxie	雖然用日文書寫	knowledge/Art/日治時期文學.md
development	full	yenengrang	也能讓	knowledge/Lifestyle/台灣YouBike文化與城市微交通革命.md
development	full	kechengren	可承認	knowledge/History/淡江中學.md
development	full	juliyewaimiejuejinyibuzhiyao	距離野外滅絕僅一步之遙	knowledge/Nature/台灣海洋生態.md
development	full	guanfangwangzhan	官方網站	knowledge/Food/台灣麵包與烘焙.md
development	full	ribenrenzuihouyiren	日本人最後一任	knowledge/Culture/台灣茶文化.md
development	full	qudonglilaiziyuezhan	驅動力來自越戰	knowledge/Politics/投票權門檻歷史.md
development	full	duanjuliyidong	短距離移動	knowledge/Lifestyle/台灣YouBike文化與城市微交通革命.md
development	full	huazhanjiluyuchuangzuolicheng	畫展紀錄與創作歷程	knowledge/People/席慕蓉.md
development	initials	xjfz	先進封裝	knowledge/Technology/台灣的電力與半導體.md
development	initials	nzffc	年政府廢除	knowledge/Culture/台灣茶文化.md
development	initials	nlf	年立法	knowledge/Politics/中選會制度.md
development	initials	twrzlt	台灣人在論壇	knowledge/Culture/台灣華語的演化.md
development	initials	mgs	母公司	knowledge/Technology/電子商務與數位支付生態系.md
development	initials	zysb	自由時報	knowledge/Society/2026年分科爭議.md
development	initials	dymzks	對應名嘴擴散	knowledge/Society/毒馬鈴薯認知作戰.md
development	initials	xza	修正案	knowledge/Politics/投票權門檻歷史.md
development	initials	xza	修正案	knowledge/Politics/投票權門檻歷史.md
development	initials	xza	修正案	knowledge/Politics/投票權門檻歷史.md
development	initials	bxyggz	必須嚴格管制	knowledge/History/台灣海洋貿易史.md
development	initials	qgfgzlk	全國法規資料庫	knowledge/Politics/投票權門檻歷史.md
development	initials	tdyfjbtdyz	特定月份禁捕特定魚種	knowledge/Nature/台灣海洋生態.md
development	initials	rzscl	日正式成立	knowledge/History/高雄加工出口區.md
development	initials	wjwk	維基文庫	knowledge/Culture/台灣茶文化.md
development	initials	tygljycxz	同一個邏輯也出現在	knowledge/Lifestyle/台灣YouBike文化與城市微交通革命.md
development	initials	zyfxbdsh	只要發現步道損壞	knowledge/Nature/台灣步道文化與公民守護.md
development	initials	zsxz	戰時限制	knowledge/Art/歌仔戲.md
development	initials	yydyxymywh	語言多樣性與母語文化	knowledge/Culture/台灣華語的演化.md
development	initials	tstwbwljs	它是台灣把外來技術	knowledge/Food/醬油.md
development	initials	nysb	紐約時報	knowledge/People/林郁婷.md
development	initials	hmj	黃睦傑	knowledge/Food/粽子.md
development	initials	jss	技術上	knowledge/Technology/迷音Miin.md
development	initials	syyc	事業有成	knowledge/Culture/菜市場名.md
development	initials	zgjy	中國加一	knowledge/Technology/Computex.md
development	initials	xxmsswkd	詳細描述生物科第	knowledge/Society/2026年分科爭議.md
development	initials	txwhzw	天下文化專文	knowledge/People/林郁婷.md
development	initials	yscg	營收超過	knowledge/Lifestyle/307taipeibus.md
development	initials	byttt	不以陶談陶	knowledge/Art/鶯歌陶瓷博物館.md
development	initials	fgz	方格子	knowledge/Food/粽子.md
development	initials	dsgwtsaqykj	第三個問題是安全與空間	knowledge/Lifestyle/台灣YouBike文化與城市微交通革命.md
development	initials	khydtjp	客戶要低碳晶片	knowledge/Technology/台灣的電力與半導體.md
development	initials	xbslygtcbwgnb	新北市立鶯歌陶瓷博物館年報	knowledge/Art/鶯歌陶瓷博物館.md
development	initials	srgfwz	詩人官方網站	knowledge/People/席慕蓉.md
development	initials	thlxbh	統合路線編號	knowledge/Lifestyle/307taipeibus.md
